runId,playerCount,lineup,personas,classes,omitted,result,defeated,lostAtRank,lostByClass,lostByPersona,turns,exactKills,jesters,yields
b1,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,14,2,0,1
b2,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,11,5,0,0
b3,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,executioner,slayer,6,3,0,0
b4,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,14,4,0,0
b5,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,12,2,0,0
b6,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,slayer,17,3,0,0
b7,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,slayer,13,2,0,0
b8,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,slayer,18,3,1,1
b9,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,11,4,1,0
b10,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,15,4,1,0
b11,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,2,0,0
b12,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,slayer,19,4,1,1
b13,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,14,2,0,0
b14,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,19,2,1,4
b15,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,slayer,13,2,1,1
b16,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,11,6,0,0
b17,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,slayer,21,1,1,2
b18,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,slayer,15,3,0,0
b19,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,slayer,13,0,0,0
b20,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,12,2,0,1
b21,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,18,4,1,2
b22,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,14,2,0,0
b23,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,slayer,12,2,1,1
b24,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,slayer,20,3,1,0
b25,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,slayer,10,1,0,1
b26,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,slayer,17,4,0,0
b27,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,2,0,0
b28,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,slayer,18,3,0,0
b29,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,12,2,0,1
b30,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,quartermaster,slayer,7,2,0,0
b31,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,slayer,7,3,1,0
b32,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,13,2,1,0
b33,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,stalled,8,,,,1989,4,1,1965
b34,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,slayer,14,3,1,1
b35,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,surgeon,slayer,8,1,0,1
b36,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,slayer,15,3,1,2
b37,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,slayer,20,3,1,1
b38,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,slayer,21,1,0,1
b39,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,executioner,slayer,10,2,1,3
b40,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,17,4,1,0
b41,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,1,0,0
b42,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,slayer,11,3,1,1
b43,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,15,2,1,0
b44,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,2,J,surgeon,slayer,4,2,0,0
b45,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,surgeon,slayer,5,3,0,0
b46,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,slayer,13,2,0,0
b47,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,12,3,0,0
b48,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,slayer,18,3,1,0
b49,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,3,1,0
b50,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,slayer,14,2,0,0
b51,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,10,K,surgeon,slayer,28,6,1,2
b52,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,won,12,,,,34,4,1,0
b53,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,11,3,0,0
b54,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,slayer,18,2,0,0
b55,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,11,K,executioner,slayer,29,6,1,0
b56,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,11,K,quartermaster,slayer,35,2,2,0
b57,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,slayer,20,3,1,0
b58,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,12,3,0,0
b59,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,slayer,10,0,0,0
b60,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,executioner,slayer,9,0,0,0
b61,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,slayer,16,2,0,0
b62,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,slayer,15,4,0,0
b63,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,slayer,8,1,0,0
b64,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,slayer,16,1,0,0
b65,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,slayer,15,2,1,0
b66,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,14,1,0,0
b67,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,11,3,0,1
b68,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,slayer,23,3,1,1
b69,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,14,1,1,1
b70,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,12,2,1,0
b71,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,2,0,0
b72,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,9,K,executioner,slayer,24,5,1,0
b73,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,10,K,surgeon,slayer,28,5,2,0
b74,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,won,12,,,,29,5,1,0
b75,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,3,J,executioner,slayer,6,2,0,0
b76,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,15,2,0,1
b77,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,slayer,16,2,1,0
b78,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,10,K,surgeon,slayer,29,3,1,3
b79,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,3,0,0
b80,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,slayer,21,2,1,0
b81,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,11,2,0,0
b82,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,2,J,surgeon,slayer,8,1,1,1
b83,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,slayer,16,2,0,0
b84,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,11,2,0,0
b85,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,slayer,21,3,1,0
b86,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,9,K,surgeon,slayer,23,4,0,0
b87,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,2,0,0
b88,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,slayer,23,4,1,1
b89,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,11,K,quartermaster,slayer,30,3,2,0
b90,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,slayer,12,4,0,1
b91,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,slayer,12,3,1,0
b92,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,slayer,14,1,0,2
b93,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,slayer,16,4,1,3
b94,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,slayer,18,5,0,0
b95,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,slayer,15,3,0,0
b96,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,slayer,21,6,1,0
b97,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,8,K,surgeon,slayer,20,5,1,0
b98,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,slayer,16,3,0,1
b99,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,slayer,10,1,0,0
b100,3,slayer,slayer+slayer+slayer,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,slayer,9,1,0,0
b101,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,surgeon,bulwark,16,6,1,0
b102,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,surgeon,bulwark,8,2,0,0
b103,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,bulwark,27,5,2,0
b104,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,bulwark,15,1,1,1
b105,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,bulwark,18,3,1,0
b106,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,bulwark,18,4,0,0
b107,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,15,3,1,1
b108,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,bulwark,23,3,1,1
b109,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,bulwark,13,3,0,0
b110,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,surgeon,bulwark,25,4,1,0
b111,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,executioner,bulwark,22,2,1,2
b112,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,bulwark,14,3,1,0
b113,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,quartermaster,bulwark,7,2,0,0
b114,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,2,J,quartermaster,bulwark,8,0,1,1
b115,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,bulwark,17,0,1,4
b116,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,10,2,0,0
b117,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,bulwark,20,5,1,1
b118,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,10,2,0,1
b119,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,won,12,,,,39,6,1,0
b120,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,surgeon,bulwark,11,2,1,2
b121,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,bulwark,16,1,1,0
b122,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,quartermaster,bulwark,25,4,2,1
b123,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,bulwark,9,3,0,1
b124,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,10,K,surgeon,bulwark,33,5,2,0
b125,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,bulwark,15,5,0,1
b126,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,2,J,quartermaster,bulwark,6,2,0,2
b127,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,surgeon,bulwark,23,5,1,0
b128,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,10,4,1,1
b129,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,10,K,quartermaster,bulwark,30,4,2,1
b130,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,surgeon,bulwark,23,4,1,1
b131,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,10,K,executioner,bulwark,34,7,2,1
b132,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,bulwark,25,1,1,2
b133,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,14,3,0,0
b134,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,bulwark,18,5,1,0
b135,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,10,2,0,0
b136,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,quartermaster,bulwark,10,1,0,2
b137,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,bulwark,16,5,1,1
b138,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,surgeon,bulwark,29,4,2,0
b139,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,bulwark,26,3,1,0
b140,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,bulwark,18,3,0,0
b141,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,executioner,bulwark,20,3,1,2
b142,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,10,K,surgeon,bulwark,30,6,1,0
b143,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,bulwark,9,3,1,0
b144,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,surgeon,bulwark,23,5,1,1
b145,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,bulwark,20,3,1,1
b146,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,16,3,1,1
b147,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,executioner,bulwark,22,5,1,1
b148,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,won,12,,,,35,5,2,1
b149,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,14,2,0,1
b150,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,14,1,1,0
b151,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,10,1,0,0
b152,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,bulwark,14,4,1,0
b153,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,bulwark,16,4,1,0
b154,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,bulwark,11,2,1,0
b155,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,bulwark,18,4,1,1
b156,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,won,12,,,,45,6,2,1
b157,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,bulwark,21,2,2,1
b158,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,10,K,executioner,bulwark,31,4,1,0
b159,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,bulwark,16,2,0,1
b160,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,bulwark,14,2,1,0
b161,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,bulwark,11,2,0,0
b162,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,11,K,quartermaster,bulwark,36,4,1,2
b163,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,11,K,quartermaster,bulwark,42,4,2,2
b164,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,bulwark,24,2,1,1
b165,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,bulwark,23,1,1,0
b166,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,bulwark,10,2,1,0
b167,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,11,K,surgeon,bulwark,31,7,1,0
b168,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,bulwark,11,2,0,0
b169,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,quartermaster,bulwark,27,3,2,0
b170,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,bulwark,21,3,1,0
b171,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,surgeon,bulwark,8,2,0,0
b172,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,executioner,bulwark,19,2,1,0
b173,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,quartermaster,bulwark,7,2,0,0
b174,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,quartermaster,bulwark,7,1,0,0
b175,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,executioner,bulwark,26,6,2,0
b176,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,surgeon,bulwark,29,7,1,0
b177,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,quartermaster,bulwark,24,1,1,1
b178,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,bulwark,14,1,1,0
b179,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,bulwark,19,4,1,3
b180,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,quartermaster,bulwark,29,4,2,1
b181,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,surgeon,bulwark,25,2,1,1
b182,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,surgeon,bulwark,24,4,1,0
b183,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,13,2,1,1
b184,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,bulwark,23,1,1,0
b185,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,6,Q,quartermaster,bulwark,16,2,0,1
b186,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,quartermaster,bulwark,23,3,1,2
b187,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,bulwark,16,3,1,3
b188,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,surgeon,bulwark,13,2,1,2
b189,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,7,Q,surgeon,bulwark,21,5,0,1
b190,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,3,J,quartermaster,bulwark,10,2,0,1
b191,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,bulwark,13,3,1,1
b192,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,executioner,bulwark,35,5,2,3
b193,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,10,2,0,2
b194,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,9,K,executioner,bulwark,28,3,1,0
b195,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,12,1,1,0
b196,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,14,4,1,0
b197,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,quartermaster,bulwark,12,4,0,0
b198,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,surgeon,bulwark,14,2,1,0
b199,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,4,Q,executioner,bulwark,13,3,0,1
b200,3,bulwark,bulwark+bulwark+bulwark,quartermaster+surgeon+executioner,sentinel,lost,5,Q,executioner,bulwark,11,3,0,1
b201,3,hoarder,hoarder+hoarder+hoarder,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,hoarder,20,6,1,0
b202,3,hoarder,hoarder+hoarder+hoarder,quartermaster+surgeon+executioner,sentinel,lost,7,Q,executioner,hoarder,23,5,1,3
b203,3,hoarder,hoarder+hoarder+hoarder,quartermaster+surgeon+executioner,sentinel,lost,8,K,executioner,hoarder,25,2,1,1
b204,3,hoarder,hoarder+hoarder+hoarder,quartermaster+surgeon+executioner,sentinel,lost,6,Q,executioner,hoarder,15,4,1,0
b205,3,hoarder,hoarder+hoarder+hoarder,quartermaster+surgeon+executioner,sentinel,lost,4,Q,quartermaster,hoarder,10,2,1,1
